"vac_exposure_date";"vac_number";"vac_concept_id";"n"
2022-04-20;"Booster";"Moderna-mRNA-1273";1
2022-04-21;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-04-21;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-04-21;"Dose Two";"Moderna-mRNA-1273";1
2022-04-21;"Booster";"Pfizer-mRNA-BNT162b";11
2022-04-21;"Booster";"Moderna-mRNA-1273";3
2022-04-22;"Dose Two";"Pfizer-mRNA-BNT162b";4
2022-04-22;"Booster";"Pfizer-mRNA-BNT162b";13
2022-04-22;"Booster";"Moderna-mRNA-1273";3
2022-04-23;"Booster";"Pfizer-mRNA-BNT162b";3
2022-04-24;"Booster";"Pfizer-mRNA-BNT162b";2
2022-04-25;"Dose Two";"Pfizer-mRNA-BNT162b";3
2022-04-25;"Booster";"Pfizer-mRNA-BNT162b";9
2022-04-25;"Booster";"Moderna-mRNA-1273";1
2022-04-26;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-04-26;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-04-26;"Dose Two";"Moderna-mRNA-1273";1
2022-04-26;"Booster";"Pfizer-mRNA-BNT162b";16
2022-04-26;"Booster";"Moderna-mRNA-1273";3
2022-04-27;"Booster";"Pfizer-mRNA-BNT162b";8
2022-04-27;"Booster";"Moderna-mRNA-1273";2
2022-04-28;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-04-28;"Dose Two";"Moderna-mRNA-1273";3
2022-04-28;"Booster";"Pfizer-mRNA-BNT162b";11
2022-04-28;"Booster";"Moderna-mRNA-1273";6
2022-04-29;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-04-29;"Booster";"Pfizer-mRNA-BNT162b";21
2022-04-29;"Booster";"Moderna-mRNA-1273";3
2022-04-30;"Booster";"Pfizer-mRNA-BNT162b";2
2022-05-01;"Booster";"Pfizer-mRNA-BNT162b";1
2022-05-02;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-05-02;"Booster";"Pfizer-mRNA-BNT162b";9
2022-05-03;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-05-03;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-05-03;"Dose Two";"Moderna-mRNA-1273";1
2022-05-03;"Booster";"Pfizer-mRNA-BNT162b";7
2022-05-03;"Booster";"Moderna-mRNA-1273";3
2022-05-04;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-05-04;"Booster";"Pfizer-mRNA-BNT162b";10
2022-05-05;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-05-05;"Booster";"Pfizer-mRNA-BNT162b";10
2022-05-05;"Booster";"Moderna-mRNA-1273";2
2022-05-06;"Dose Two";"Pfizer-mRNA-BNT162b";3
2022-05-06;"Booster";"Pfizer-mRNA-BNT162b";27
2022-05-06;"Booster";"Moderna-mRNA-1273";1
2022-05-07;"Booster";"Pfizer-mRNA-BNT162b";4
2022-05-08;"Booster";"Pfizer-mRNA-BNT162b";2
2022-05-09;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-05-09;"Booster";"Pfizer-mRNA-BNT162b";6
2022-05-10;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-05-10;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-05-10;"Booster";"Pfizer-mRNA-BNT162b";17
2022-05-10;"Booster";"Moderna-mRNA-1273";1
2022-05-11;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-05-11;"Booster";"Pfizer-mRNA-BNT162b";11
2022-05-12;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-05-12;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-05-12;"Booster";"Pfizer-mRNA-BNT162b";12
2022-05-12;"Booster";"Moderna-mRNA-1273";1
2022-05-13;"Dose Two";"Pfizer-mRNA-BNT162b";3
2022-05-13;"Booster";"Pfizer-mRNA-BNT162b";30
2022-05-13;"Booster";"Moderna-mRNA-1273";1
2022-05-14;"Booster";"Pfizer-mRNA-BNT162b";7
2022-05-15;"Booster";"Pfizer-mRNA-BNT162b";2
2022-05-16;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-05-16;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-05-16;"Booster";"Pfizer-mRNA-BNT162b";14
2022-05-17;"Dose One";"Moderna-mRNA-1273";1
2022-05-17;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-05-17;"Dose Two";"Moderna-mRNA-1273";1
2022-05-17;"Booster";"Pfizer-mRNA-BNT162b";11
2022-05-17;"Booster";"Moderna-mRNA-1273";1
2022-05-18;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-05-18;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-05-18;"Booster";"Pfizer-mRNA-BNT162b";11
2022-05-18;"Booster";"Moderna-mRNA-1273";1
2022-05-19;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-05-19;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-05-19;"Booster";"Pfizer-mRNA-BNT162b";20
2022-05-19;"Booster";"Moderna-mRNA-1273";2
2022-05-20;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-05-20;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-05-20;"Dose Two";"Moderna-mRNA-1273";1
2022-05-20;"Booster";"Pfizer-mRNA-BNT162b";20
2022-05-21;"Booster";"Pfizer-mRNA-BNT162b";6
2022-05-22;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-05-22;"Booster";"Pfizer-mRNA-BNT162b";3
2022-05-23;"Booster";"Pfizer-mRNA-BNT162b";8
2022-05-24;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-05-24;"Booster";"Pfizer-mRNA-BNT162b";19
2022-05-25;"Dose Two";"Pfizer-mRNA-BNT162b";3
2022-05-25;"Booster";"Pfizer-mRNA-BNT162b";14
2022-05-26;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-05-26;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-05-26;"Booster";"Pfizer-mRNA-BNT162b";21
2022-05-26;"Booster";"Moderna-mRNA-1273";2
2022-05-27;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-05-27;"Booster";"Pfizer-mRNA-BNT162b";13
2022-05-28;"Booster";"Pfizer-mRNA-BNT162b";6
2022-05-29;"Booster";"Pfizer-mRNA-BNT162b";1
2022-05-30;"Booster";"Pfizer-mRNA-BNT162b";7
2022-05-31;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-05-31;"Booster";"Pfizer-mRNA-BNT162b";11
2022-06-01;"Booster";"Pfizer-mRNA-BNT162b";13
2022-06-02;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-06-02;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-06-02;"Booster";"Pfizer-mRNA-BNT162b";18
2022-06-02;"Booster";"Moderna-mRNA-1273";1
2022-06-03;"Dose Two";"Pfizer-mRNA-BNT162b";4
2022-06-03;"Booster";"Pfizer-mRNA-BNT162b";21
2022-06-04;"Booster";"Pfizer-mRNA-BNT162b";3
2022-06-05;"Booster";"Pfizer-mRNA-BNT162b";2
2022-06-07;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-06-07;"Booster";"Pfizer-mRNA-BNT162b";12
2022-06-08;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-06-08;"Booster";"Pfizer-mRNA-BNT162b";14
2022-06-09;"Dose Two";"Pfizer-mRNA-BNT162b";3
2022-06-09;"Booster";"Pfizer-mRNA-BNT162b";15
2022-06-10;"Booster";"Pfizer-mRNA-BNT162b";21
2022-06-11;"Booster";"Pfizer-mRNA-BNT162b";4
2022-06-12;"Booster";"Pfizer-mRNA-BNT162b";1
2022-06-13;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-06-13;"Dose Two";"Moderna-mRNA-1273";1
2022-06-13;"Booster";"Pfizer-mRNA-BNT162b";5
2022-06-13;"Booster";"Moderna-mRNA-1273";2
2022-06-14;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-06-14;"Booster";"Pfizer-mRNA-BNT162b";14
2022-06-14;"Booster";"Moderna-mRNA-1273";1
2022-06-15;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-06-15;"Booster";"Pfizer-mRNA-BNT162b";21
2022-06-15;"Booster";"Moderna-mRNA-1273";1
2022-06-16;"Dose One";"Pfizer-mRNA-BNT162b";2
2022-06-16;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-06-16;"Booster";"Pfizer-mRNA-BNT162b";15
2022-06-17;"Dose One";"Pfizer-mRNA-BNT162b";3
2022-06-17;"Booster";"Pfizer-mRNA-BNT162b";19
2022-06-18;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-06-18;"Booster";"Pfizer-mRNA-BNT162b";4
2022-06-19;"Booster";"Pfizer-mRNA-BNT162b";1
2022-06-20;"Booster";"Pfizer-mRNA-BNT162b";8
2022-06-21;"Dose Two";"Pfizer-mRNA-BNT162b";3
2022-06-21;"Booster";"Pfizer-mRNA-BNT162b";21
2022-06-22;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-06-22;"Booster";"Pfizer-mRNA-BNT162b";12
2022-06-23;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-06-23;"Booster";"Pfizer-mRNA-BNT162b";9
2022-06-24;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-06-25;"Booster";"Pfizer-mRNA-BNT162b";8
2022-06-26;"Booster";"Pfizer-mRNA-BNT162b";3
2022-06-27;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-06-27;"Booster";"Pfizer-mRNA-BNT162b";11
2022-06-28;"Dose Two";"Pfizer-mRNA-BNT162b";5
2022-06-28;"Booster";"Pfizer-mRNA-BNT162b";14
2022-06-29;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-06-29;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-06-29;"Booster";"Pfizer-mRNA-BNT162b";22
2022-06-30;"Dose Two";"Pfizer-mRNA-BNT162b";4
2022-06-30;"Booster";"Pfizer-mRNA-BNT162b";28
