"age_group";"covid_date";"n";"n_total";"cum_sum"
"60-69";2021-02-10;7;26953;0.0262679479093236
"60-69";2021-02-11;8;26953;0.0265647608800505
"60-69";2021-02-12;4;26953;0.0267131673654139
"60-69";2021-02-13;1;26953;0.0267502689867547
"60-69";2021-02-14;3;26953;0.0268615738507773
"60-69";2021-02-15;10;26953;0.0272325900641858
"60-69";2021-02-16;7;26953;0.0274923014135718
"60-69";2021-02-17;11;26953;0.0279004192483212
"60-69";2021-02-18;7;26953;0.0281601305977071
"60-69";2021-02-19;6;26953;0.0283827403257522
"60-69";2021-02-20;4;26953;0.0285311468111156
"60-69";2021-02-21;3;26953;0.0286424516751382
"60-69";2021-02-22;5;26953;0.0288279597818425
"60-69";2021-02-23;10;26953;0.029198975995251
"60-69";2021-02-24;3;26953;0.0293102808592735
"60-69";2021-02-25;5;26953;0.0294957889659778
"60-69";2021-02-26;7;26953;0.0297555003153638
"60-69";2021-02-27;1;26953;0.0297926019367046
"60-69";2021-02-28;1;26953;0.0298297035580455
"60-69";2021-03-01;5;26953;0.0300152116647497
"60-69";2021-03-02;1;26953;0.0300523132860906
"60-69";2021-03-03;7;26953;0.0303120246354766
"60-69";2021-03-04;5;26953;0.0304975327421808
"60-69";2021-03-05;7;26953;0.0307572440915668
"60-69";2021-03-07;2;26953;0.0308314473342485
"60-69";2021-03-08;8;26953;0.0311282603049753
"60-69";2021-03-09;2;26953;0.031202463547657
"60-69";2021-03-10;6;26953;0.0314250732757021
"60-69";2021-03-11;2;26953;0.0314992765183839
"60-69";2021-03-12;4;26953;0.0316476830037473
"60-69";2021-03-13;1;26953;0.0316847846250881
"60-69";2021-03-15;5;26953;0.0318702927317924
"60-69";2021-03-16;7;26953;0.0321300040811783
"60-69";2021-03-17;7;26953;0.0323897154305643
"60-69";2021-03-18;4;26953;0.0325381219159277
"60-69";2021-03-19;10;26953;0.0329091381293363
"60-69";2021-03-20;2;26953;0.032983341372018
"60-69";2021-03-21;2;26953;0.0330575446146997
"60-69";2021-03-22;7;26953;0.0333172559640856
"60-69";2021-03-23;9;26953;0.0336511705561533
"60-69";2021-03-24;3;26953;0.0337624754201759
"60-69";2021-03-25;8;26953;0.0340592883909027
"60-69";2021-03-26;12;26953;0.0345045078469929
"60-69";2021-03-27;3;26953;0.0346158127110155
"60-69";2021-03-28;4;26953;0.0347642191963789
"60-69";2021-03-29;10;26953;0.0351352354097874
"60-69";2021-03-30;8;26953;0.0354320483805142
"60-69";2021-03-31;9;26953;0.0357659629725819
"60-69";2021-04-01;8;26953;0.0360627759433087
"60-69";2021-04-02;6;26953;0.0362853856713538
"60-69";2021-04-03;2;26953;0.0363595889140355
"60-69";2021-04-04;2;26953;0.0364337921567172
"60-69";2021-04-05;3;26953;0.0365450970207398
"60-69";2021-04-06;11;26953;0.0369532148554892
"60-69";2021-04-07;11;26953;0.0373613326902386
"60-69";2021-04-08;10;26953;0.0377323489036471
"60-69";2021-04-09;9;26953;0.0380662634957148
"60-69";2021-04-10;5;26953;0.038251771602419
"60-69";2021-04-11;3;26953;0.0383630764664416
"60-69";2021-04-12;8;26953;0.0386598894371684
"60-69";2021-04-13;8;26953;0.0389567024078952
"60-69";2021-04-14;14;26953;0.0394761251066672
"60-69";2021-04-15;12;26953;0.0399213445627574
"60-69";2021-04-16;5;26953;0.0401068526694617
"60-69";2021-04-17;6;26953;0.0403294623975068
"60-69";2021-04-18;2;26953;0.0404036656401885
"60-69";2021-04-19;9;26953;0.0407375802322561
"60-69";2021-04-20;10;26953;0.0411085964456647
"60-69";2021-04-21;13;26953;0.0415909175230958
"60-69";2021-04-22;6;26953;0.0418135272511409
"60-69";2021-04-23;5;26953;0.0419990353578451
"60-69";2021-04-24;5;26953;0.0421845434645494
"60-69";2021-04-26;7;26953;0.0424442548139354
"60-69";2021-04-27;8;26953;0.0427410677846622
"60-69";2021-04-28;7;26953;0.0430007791340482
"60-69";2021-04-29;2;26953;0.0430749823767299
"60-69";2021-04-30;4;26953;0.0432233888620933
"60-69";2021-05-01;3;26953;0.0433346937261158
"60-69";2021-05-02;2;26953;0.0434088969687975
"60-69";2021-05-03;5;26953;0.0435944050755018
"60-69";2021-05-04;3;26953;0.0437057099395244
"60-69";2021-05-05;4;26953;0.0438541164248878
"60-69";2021-05-06;7;26953;0.0441138277742737
"60-69";2021-05-07;9;26953;0.0444477423663414
"60-69";2021-05-08;1;26953;0.0444848439876823
"60-69";2021-05-09;5;26953;0.0446703520943865
"60-69";2021-05-10;10;26953;0.0450413683077951
"60-69";2021-05-11;4;26953;0.0451897747931585
"60-69";2021-05-12;8;26953;0.0454865877638853
"60-69";2021-05-13;5;26953;0.0456720958705895
"60-69";2021-05-14;6;26953;0.0458947055986347
"60-69";2021-05-17;3;26953;0.0460060104626572
"60-69";2021-05-18;8;26953;0.046302823433384
"60-69";2021-05-19;5;26953;0.0464883315400883
"60-69";2021-05-20;2;26953;0.04656253478277
"60-69";2021-05-21;8;26953;0.0468593477534968
"60-69";2021-05-23;2;26953;0.0469335509961785
"60-69";2021-05-24;2;26953;0.0470077542388602
"60-69";2021-05-25;4;26953;0.0471561607242236
"60-69";2021-05-26;2;26953;0.0472303639669054
"60-69";2021-05-27;6;26953;0.0474529736949505
"60-69";2021-05-28;1;26953;0.0474900753162913
"60-69";2021-05-29;1;26953;0.0475271769376322
"60-69";2021-05-30;1;26953;0.047564278558973
"60-69";2021-06-01;7;26953;0.047823989908359
"60-69";2021-06-02;8;26953;0.0481208028790858
"60-69";2021-06-03;6;26953;0.0483434126071309
"60-69";2021-06-04;5;26953;0.0485289207138352
"60-69";2021-06-05;1;26953;0.048566022335176
"60-69";2021-06-06;1;26953;0.0486031239565169
"60-69";2021-06-07;10;26953;0.0489741401699254
"60-69";2021-06-08;7;26953;0.0492338515193114
"60-69";2021-06-09;10;26953;0.0496048677327199
"60-69";2021-06-10;5;26953;0.0497903758394242
"60-69";2021-06-11;2;26953;0.0498645790821059
"60-69";2021-06-14;4;26953;0.0500129855674693
"60-69";2021-06-15;4;26953;0.0501613920528327
"60-69";2021-06-16;4;26953;0.0503097985381961
"60-69";2021-06-17;6;26953;0.0505324082662412
"60-69";2021-06-18;2;26953;0.0506066115089229
"60-69";2021-06-20;2;26953;0.0506808147516046
"60-69";2021-06-21;1;26953;0.0507179163729455
"60-69";2021-06-22;6;26953;0.0509405261009906
"60-69";2021-06-23;6;26953;0.0511631358290357
"60-69";2021-06-24;1;26953;0.0512002374503766
"60-69";2021-06-25;8;26953;0.0514970504211034
"60-69";2021-06-28;7;26953;0.0517567617704894
"60-69";2021-06-29;10;26953;0.0521277779838979
"60-69";2021-06-30;5;26953;0.0523132860906022
"60-69";2021-07-01;19;26953;0.0530182168960784
"60-69";2021-07-02;12;26953;0.0534634363521686
"60-69";2021-07-03;10;26953;0.0538344525655771
"60-69";2021-07-04;3;26953;0.0539457574295997
"60-69";2021-07-05;20;26953;0.0546877898564167
"60-69";2021-07-06;18;26953;0.0553556190405521
"60-69";2021-07-07;17;26953;0.0559863466033466
"60-69";2021-07-08;20;26953;0.0567283790301636
"60-69";2021-07-09;13;26953;0.0572107001075947
"60-69";2021-07-10;13;26953;0.0576930211850258
"60-69";2021-07-11;5;26953;0.05787852929173
"60-69";2021-07-12;20;26953;0.0586205617185471
"60-69";2021-07-13;30;26953;0.0597336103587727
"60-69";2021-07-14;23;26953;0.0605869476496123
"60-69";2021-07-15;19;26953;0.0612918784550885
"60-69";2021-07-16;17;26953;0.061922606017883
"60-69";2021-07-17;21;26953;0.0627017400660409
"60-69";2021-07-18;8;26953;0.0629985530367677
"60-69";2021-07-19;28;26953;0.0640373984343116
"60-69";2021-07-20;19;26953;0.0647423292397878
"60-69";2021-07-21;25;26953;0.0656698697733091
"60-69";2021-07-22;26;26953;0.0666345119281713
"60-69";2021-07-23;22;26953;0.06745074759767
"60-69";2021-07-24;11;26953;0.0678588654324194
"60-69";2021-07-25;7;26953;0.0681185767818054
"60-69";2021-07-26;16;26953;0.068712202723259
"60-69";2021-07-27;7;26953;0.068971914072645
"60-69";2021-07-28;13;26953;0.0694542351500761
"60-69";2021-07-29;13;26953;0.0699365562275071
"60-69";2021-07-30;9;26953;0.0702704708195748
"60-69";2021-07-31;10;26953;0.0706414870329833
"60-69";2021-08-01;7;26953;0.0709011983823693
"60-69";2021-08-02;21;26953;0.0716803324305272
"60-69";2021-08-03;19;26953;0.0723852632360034
"60-69";2021-08-04;16;26953;0.0729788891774571
"60-69";2021-08-05;10;26953;0.0733499053908656
"60-69";2021-08-06;8;26953;0.0736467183615924
"60-69";2021-08-07;5;26953;0.0738322264682967
"60-69";2021-08-08;6;26953;0.0740548361963418
"60-69";2021-08-09;13;26953;0.0745371572737729
"60-69";2021-08-10;10;26953;0.0749081734871814
"60-69";2021-08-11;7;26953;0.0751678848365674
"60-69";2021-08-12;11;26953;0.0755760026713167
"60-69";2021-08-13;7;26953;0.0758357140207027
"60-69";2021-08-14;2;26953;0.0759099172633844
"60-69";2021-08-15;2;26953;0.0759841205060661
"60-69";2021-08-16;6;26953;0.0762067302341112
"60-69";2021-08-17;11;26953;0.0766148480688606
"60-69";2021-08-18;6;26953;0.0768374577969057
"60-69";2021-08-19;11;26953;0.0772455756316551
"60-69";2021-08-20;8;26953;0.0775423886023819
"60-69";2021-08-21;1;26953;0.0775794902237228
"60-69";2021-08-22;3;26953;0.0776907950877453
"60-69";2021-08-23;8;26953;0.0779876080584722
"60-69";2021-08-24;3;26953;0.0780989129224947
"60-69";2021-08-25;3;26953;0.0782102177865173
"60-69";2021-08-26;7;26953;0.0784699291359032
"60-69";2021-08-27;2;26953;0.0785441323785849
"60-69";2021-08-28;1;26953;0.0785812339999258
"60-69";2021-08-29;2;26953;0.0786554372426075
"60-69";2021-08-30;6;26953;0.0788780469706526
"60-69";2021-08-31;7;26953;0.0791377583200386
"60-69";2021-09-01;7;26953;0.0793974696694246
"60-69";2021-09-02;8;26953;0.0796942826401514
"60-69";2021-09-03;4;26953;0.0798426891255148
"60-69";2021-09-04;1;26953;0.0798797907468556
"60-69";2021-09-05;1;26953;0.0799168923681965
"60-69";2021-09-06;10;26953;0.080287908581605
"60-69";2021-09-07;13;26953;0.0807702296590361
"60-69";2021-09-08;6;26953;0.0809928393870812
"60-69";2021-09-09;6;26953;0.0812154491151263
"60-69";2021-09-10;4;26953;0.0813638556004897
"60-69";2021-09-11;2;26953;0.0814380588431714
"60-69";2021-09-12;1;26953;0.0814751604645123
"60-69";2021-09-13;4;26953;0.0816235669498757
"60-69";2021-09-14;6;26953;0.0818461766779208
"60-69";2021-09-15;7;26953;0.0821058880273068
"60-69";2021-09-16;7;26953;0.0823655993766928
"60-69";2021-09-17;3;26953;0.0824769042407153
"60-69";2021-09-19;1;26953;0.0825140058620562
"60-69";2021-09-20;3;26953;0.0826253107260787
"60-69";2021-09-21;1;26953;0.0826624123474196
"60-69";2021-09-22;6;26953;0.0828850220754647
"60-69";2021-09-23;3;26953;0.0829963269394873
"60-69";2021-09-25;2;26953;0.083070530182169
"60-69";2021-09-27;3;26953;0.0831818350461915
"60-69";2021-09-28;7;26953;0.0834415463955775
"60-69";2021-09-29;2;26953;0.0835157496382592
"60-69";2021-09-30;2;26953;0.0835899528809409
"60-69";2021-10-01;6;26953;0.083812562608986
"60-69";2021-10-02;1;26953;0.0838496642303269
"60-69";2021-10-04;9;26953;0.0841835788223945
"60-69";2021-10-05;6;26953;0.0844061885504397
"60-69";2021-10-06;8;26953;0.0847030015211665
"60-69";2021-10-07;8;26953;0.0849998144918933
"60-69";2021-10-08;9;26953;0.085333729083961
"60-69";2021-10-09;1;26953;0.0853708307053018
"60-69";2021-10-11;7;26953;0.0856305420546878
"60-69";2021-10-12;1;26953;0.0856676436760286
"60-69";2021-10-13;5;26953;0.0858531517827329
"60-69";2021-10-14;3;26953;0.0859644566467555
"60-69";2021-10-15;5;26953;0.0861499647534597
"60-69";2021-10-16;4;26953;0.0862983712388231
"60-69";2021-10-17;2;26953;0.0863725744815048
"60-69";2021-10-18;2;26953;0.0864467777241865
"60-69";2021-10-19;2;26953;0.0865209809668682
"60-69";2021-10-20;3;26953;0.0866322858308908
"60-69";2021-10-21;6;26953;0.0868548955589359
"60-69";2021-10-22;4;26953;0.0870033020442993
"60-69";2021-10-23;1;26953;0.0870404036656402
"60-69";2021-10-25;4;26953;0.0871888101510036
"60-69";2021-10-26;1;26953;0.0872259117723445
"60-69";2021-10-27;1;26953;0.0872630133936853
"60-69";2021-10-28;2;26953;0.087337216636367
"60-69";2021-10-29;1;26953;0.0873743182577079
"60-69";2021-10-30;2;26953;0.0874485215003896
"60-69";2021-10-31;2;26953;0.0875227247430713
"60-69";2021-11-01;1;26953;0.0875598263644121
"60-69";2021-11-02;8;26953;0.0878566393351389
"60-69";2021-11-03;12;26953;0.0883018587912292
"60-69";2021-11-04;14;26953;0.0888212814900011
"60-69";2021-11-05;6;26953;0.0890438912180462
"60-69";2021-11-06;2;26953;0.0891180944607279
"60-69";2021-11-08;9;26953;0.0894520090527956
"60-69";2021-11-09;9;26953;0.0897859236448633
"60-69";2021-11-10;9;26953;0.090119838236931
"60-69";2021-11-11;11;26953;0.0905279560716803
"60-69";2021-11-12;3;26953;0.0906392609357029
"60-69";2021-11-13;1;26953;0.0906763625570437
"60-69";2021-11-14;2;26953;0.0907505657997254
"60-69";2021-11-15;14;26953;0.0912699884984974
"60-69";2021-11-16;11;26953;0.0916781063332468
"60-69";2021-11-17;6;26953;0.0919007160612919
"60-69";2021-11-18;7;26953;0.0921604274106778
"60-69";2021-11-19;9;26953;0.0924943420027455
"60-69";2021-11-20;4;26953;0.0926427484881089
"60-69";2021-11-21;4;26953;0.0927911549734723
"60-69";2021-11-22;10;26953;0.0931621711868809
"60-69";2021-11-23;8;26953;0.0934589841576077
"60-69";2021-11-24;6;26953;0.0936815938856528
"60-69";2021-11-25;12;26953;0.094126813341743
"60-69";2021-11-26;8;26953;0.0944236263124699
"60-69";2021-11-27;5;26953;0.0946091344191741
"60-69";2021-11-28;2;26953;0.0946833376618558
"60-69";2021-11-29;7;26953;0.0949430490112418
"60-69";2021-11-30;15;26953;0.0954995733313546
"60-69";2021-12-01;19;26953;0.0962045041368308
"60-69";2021-12-02;21;26953;0.0969836381849887
"60-69";2021-12-03;15;26953;0.0975401625051015
"60-69";2021-12-04;7;26953;0.0977998738544874
"60-69";2021-12-05;9;26953;0.0981337884465551
"60-69";2021-12-06;7;26953;0.0983934997959411
"60-69";2021-12-07;15;26953;0.0989500241160539
"60-69";2021-12-08;17;26953;0.0995807516788484
"60-69";2021-12-09;20;26953;0.100322784105665
"60-69";2021-12-10;28;26953;0.101361629503209
"60-69";2021-12-11;11;26953;0.101769747337959
"60-69";2021-12-12;10;26953;0.102140763551367
"60-69";2021-12-13;26;26953;0.103105405706229
"60-69";2021-12-14;32;26953;0.104292657589137
"60-69";2021-12-15;30;26953;0.105405706229362
"60-69";2021-12-16;31;26953;0.106555856490929
"60-69";2021-12-17;36;26953;0.107891514859199
"60-69";2021-12-18;10;26953;0.108262531072608
"60-69";2021-12-19;13;26953;0.108744852150039
"60-69";2021-12-20;43;26953;0.110340221867696
"60-69";2021-12-21;26;26953;0.111304864022558
"60-69";2021-12-22;43;26953;0.112900233740214
"60-69";2021-12-23;36;26953;0.114235892108485
"60-69";2021-12-24;50;26953;0.116090973175528
"60-69";2021-12-25;23;26953;0.116944310466367
"60-69";2021-12-26;14;26953;0.117463733165139
"60-69";2021-12-27;48;26953;0.1192446109895
"60-69";2021-12-28;74;26953;0.121990130968723
"60-69";2021-12-29;54;26953;0.123993618521129
"60-69";2021-12-30;65;26953;0.126405223908285
"60-69";2021-12-31;65;26953;0.12881682929544
"60-69";2022-01-01;23;26953;0.12967016658628
"60-69";2022-01-02;28;26953;0.130709011983824
"60-69";2022-01-03;64;26953;0.133083515749638
"60-69";2022-01-04;68;26953;0.135606426000816
"60-69";2022-01-05;66;26953;0.138055133009313
"60-69";2022-01-06;28;26953;0.139093978406856
"60-69";2022-01-07;73;26953;0.141802396764739
"60-69";2022-01-08;37;26953;0.14317515675435
"60-69";2022-01-09;36;26953;0.144510815122621
"60-69";2022-01-10;104;26953;0.14836938374207
"60-69";2022-01-11;81;26953;0.151374615070679
"60-69";2022-01-12;96;26953;0.1549363707194
"60-69";2022-01-13;71;26953;0.157570585834601
"60-69";2022-01-14;57;26953;0.15968537825103
"60-69";2022-01-15;44;26953;0.161317849590027
"60-69";2022-01-16;37;26953;0.162690609579639
"60-69";2022-01-17;91;26953;0.166066857121656
"60-69";2022-01-18;66;26953;0.168515564130152
"60-69";2022-01-19;78;26953;0.171409490594739
"60-69";2022-01-20;62;26953;0.173709791117872
"60-69";2022-01-21;71;26953;0.176344006233072
"60-69";2022-01-22;46;26953;0.178050680814752
"60-69";2022-01-23;52;26953;0.179979965124476
"60-69";2022-01-24;82;26953;0.183022298074426
"60-69";2022-01-25;57;26953;0.185137090490854
"60-69";2022-01-26;70;26953;0.187734203984714
"60-69";2022-01-27;46;26953;0.189440878566393
"60-69";2022-01-28;55;26953;0.19148146774014
"60-69";2022-01-29;37;26953;0.192854227729752
"60-69";2022-01-30;30;26953;0.193967276369977
"60-69";2022-01-31;58;26953;0.196119170407747
"60-69";2022-02-01;48;26953;0.197900048232108
"60-69";2022-02-02;42;26953;0.199458316328424
"60-69";2022-02-03;53;26953;0.201424702259489
"60-69";2022-02-04;33;26953;0.202649055763737
"60-69";2022-02-05;15;26953;0.20320558008385
"60-69";2022-02-06;11;26953;0.203613697918599
"60-69";2022-02-07;38;26953;0.205023559529551
"60-69";2022-02-08;35;26953;0.206322116276481
"60-69";2022-02-09;38;26953;0.207731977887434
"60-69";2022-02-10;24;26953;0.208622416799614
"60-69";2022-02-11;17;26953;0.209253144362409
"60-69";2022-02-12;9;26953;0.209587058954476
"60-69";2022-02-13;7;26953;0.209846770303862
"60-69";2022-02-14;25;26953;0.210774310837384
"60-69";2022-02-15;17;26953;0.211405038400178
"60-69";2022-02-16;12;26953;0.211850257856268
"60-69";2022-02-17;20;26953;0.212592290283085
"60-69";2022-02-18;21;26953;0.213371424331243
"60-69";2022-02-19;9;26953;0.213705338923311
"60-69";2022-02-20;10;26953;0.214076355136719
"60-69";2022-02-21;17;26953;0.214707082699514
"60-69";2022-02-22;8;26953;0.215003895670241
"60-69";2022-02-23;11;26953;0.21541201350499
"60-69";2022-02-24;13;26953;0.215894334582421
"60-69";2022-02-25;13;26953;0.216376655659852
"60-69";2022-02-26;8;26953;0.216673468630579
"60-69";2022-02-27;5;26953;0.216858976737283
"60-69";2022-02-28;16;26953;0.217452602678737
"60-69";2022-03-01;18;26953;0.218120431862872
"60-69";2022-03-02;15;26953;0.218676956182985
"60-69";2022-03-03;15;26953;0.219233480503098
"60-69";2022-03-04;12;26953;0.219678699959188
"60-69";2022-03-05;4;26953;0.219827106444552
"60-69";2022-03-06;5;26953;0.220012614551256
"60-69";2022-03-07;14;26953;0.220532037250028
"60-69";2022-03-08;15;26953;0.221088561570141
"60-69";2022-03-09;25;26953;0.222016102103662
"60-69";2022-03-10;22;26953;0.222832337773161
"60-69";2022-03-11;18;26953;0.223500166957296
"60-69";2022-03-12;9;26953;0.223834081549364
"60-69";2022-03-13;8;26953;0.224130894520091
"60-69";2022-03-14;20;26953;0.224872926946908
"60-69";2022-03-15;13;26953;0.225355248024339
"60-69";2022-03-16;14;26953;0.225874670723111
"60-69";2022-03-17;17;26953;0.226505398285905
"60-69";2022-03-18;13;26953;0.226987719363336
"60-69";2022-03-19;4;26953;0.2271361258487
"60-69";2022-03-20;5;26953;0.227321633955404
"60-69";2022-03-21;11;26953;0.227729751790153
"60-69";2022-03-22;11;26953;0.228137869624903
"60-69";2022-03-23;7;26953;0.228397580974289
"60-69";2022-03-24;6;26953;0.228620190702334
"60-69";2022-03-25;7;26953;0.22887990205172
"60-69";2022-03-26;9;26953;0.229213816643787
"60-69";2022-03-27;2;26953;0.229288019886469
"60-69";2022-03-28;15;26953;0.229844544206582
"60-69";2022-03-29;14;26953;0.230363966905354
"60-69";2022-03-30;15;26953;0.230920491225467
"60-69";2022-03-31;9;26953;0.231254405817534
"60-69";2022-04-01;13;26953;0.231736726894965
"60-69";2022-04-02;6;26953;0.23195933662301
"60-69";2022-04-03;4;26953;0.232107743108374
"60-69";2022-04-04;17;26953;0.232738470671168
"60-69";2022-04-05;19;26953;0.233443401476645
"60-69";2022-04-06;18;26953;0.23411123066078
"60-69";2022-04-07;13;26953;0.234593551738211
"60-69";2022-04-08;23;26953;0.235446889029051
"60-69";2022-04-09;9;26953;0.235780803621118
"60-69";2022-04-10;5;26953;0.235966311727823
"60-69";2022-04-11;18;26953;0.236634140911958
"60-69";2022-04-12;16;26953;0.237227766853411
"60-69";2022-04-13;14;26953;0.237747189552183
"60-69";2022-04-14;12;26953;0.238192409008274
"60-69";2022-04-15;9;26953;0.238526323600341
"60-69";2022-04-16;7;26953;0.238786034949727
"60-69";2022-04-17;8;26953;0.239082847920454
"60-69";2022-04-18;11;26953;0.239490965755204
"60-69";2022-04-19;33;26953;0.240715319259452
"60-69";2022-04-20;26;26953;0.241679961414314
"60-69";2022-04-21;24;26953;0.242570400326494
"60-69";2022-04-22;17;26953;0.243201127889289
"60-69";2022-04-23;6;26953;0.243423737617334
"60-69";2022-04-24;6;26953;0.243646347345379
"60-69";2022-04-25;31;26953;0.244796497606945
"60-69";2022-04-26;35;26953;0.246095054353875
"60-69";2022-04-27;23;26953;0.246948391644715
"60-69";2022-04-28;23;26953;0.247801728935554
"60-69";2022-04-29;27;26953;0.248803472711758
"60-69";2022-04-30;11;26953;0.249211590546507
"60-69";2022-05-01;8;26953;0.249508403517234
"60-69";2022-05-02;38;26953;0.250918265128186
"60-69";2022-05-03;28;26953;0.25195711052573
"60-69";2022-05-04;33;26953;0.253181464029978
"60-69";2022-05-05;29;26953;0.254257411048863
"60-69";2022-05-06;38;26953;0.255667272659815
"60-69";2022-05-07;15;26953;0.256223796979928
"60-69";2022-05-08;18;26953;0.256891626164063
"60-69";2022-05-09;39;26953;0.258338589396357
"60-69";2022-05-10;32;26953;0.259525841279264
"60-69";2022-05-11;23;26953;0.260379178570104
"60-69";2022-05-12;38;26953;0.261789040181056
"60-69";2022-05-13;41;26953;0.263310206656031
"60-69";2022-05-14;7;26953;0.263569918005417
"60-69";2022-05-15;11;26953;0.263978035840166
"60-69";2022-05-16;31;26953;0.265128186101733
"60-69";2022-05-17;40;26953;0.266612250955367
"60-69";2022-05-18;39;26953;0.26805921418766
"60-69";2022-05-19;29;26953;0.269135161206545
"60-69";2022-05-20;34;26953;0.270396616332134
"60-69";2022-05-21;11;26953;0.270804734166883
"60-69";2022-05-22;8;26953;0.27110154713761
"60-69";2022-05-23;31;26953;0.272251697399176
"60-69";2022-05-24;25;26953;0.273179237932698
"60-69";2022-05-25;24;26953;0.274069676844878
"60-69";2022-05-26;27;26953;0.275071420621081
"60-69";2022-05-27;28;26953;0.276110266018625
"60-69";2022-05-28;5;26953;0.276295774125329
"60-69";2022-05-29;7;26953;0.276555485474715
"60-69";2022-05-30;18;26953;0.277223314658851
"60-69";2022-05-31;20;26953;0.277965347085668
"60-69";2022-06-01;31;26953;0.279115497347234
"60-69";2022-06-02;29;26953;0.280191444366119
"60-69";2022-06-03;36;26953;0.281527102734389
"60-69";2022-06-04;8;26953;0.281823915705116
"60-69";2022-06-05;15;26953;0.282380440025229
"60-69";2022-06-06;12;26953;0.282825659481319
"60-69";2022-06-07;44;26953;0.284458130820317
"60-69";2022-06-08;45;26953;0.286127703780655
"60-69";2022-06-09;32;26953;0.287314955663563
"60-69";2022-06-10;34;26953;0.288576410789151
"60-69";2022-06-11;18;26953;0.289244239973287
"60-69";2022-06-12;7;26953;0.289503951322673
"60-69";2022-06-13;34;26953;0.290765406448262
"60-69";2022-06-14;21;26953;0.29154454049642
"60-69";2022-06-15;27;26953;0.292546284272623
"60-69";2022-06-16;37;26953;0.293919044262234
"60-69";2022-06-17;32;26953;0.295106296145142
"60-69";2022-06-18;18;26953;0.295774125329277
"60-69";2022-06-19;7;26953;0.296033836678663
"60-69";2022-06-20;49;26953;0.297851816124365
"60-69";2022-06-21;45;26953;0.299521389084703
"60-69";2022-06-22;46;26953;0.301228063666382
"60-69";2022-06-23;34;26953;0.302489518791971
"60-69";2022-06-24;18;26953;0.303157347976107
"60-69";2022-06-25;21;26953;0.303936482024264
"60-69";2022-06-26;23;26953;0.304789819315104
"60-69";2022-06-27;63;26953;0.307127221459578
"60-69";2022-06-28;62;26953;0.309427521982711
"60-69";2022-06-29;45;26953;0.311097094943049
"60-69";2022-06-30;38;26953;0.312506956554001
"60-69";NA;153295;26953;6
"70-79";2020-12-27;5;27628;0.00018097582163023
"70-79";2020-12-28;21;27628;0.000941074272477197
"70-79";2020-12-29;18;27628;0.00159258723034603
"70-79";2020-12-30;10;27628;0.00195453887360649
"70-79";2020-12-31;23;27628;0.00278702765310554
"70-79";2021-01-01;4;27628;0.00293180831040973
"70-79";2021-01-02;4;27628;0.00307658896771391
"70-79";2021-01-03;5;27628;0.00325756478934414
"70-79";2021-01-04;18;27628;0.00390907774721297
"70-79";2021-01-05;29;27628;0.00495873751266831
"70-79";2021-01-06;7;27628;0.00521210366295063
"70-79";2021-01-07;19;27628;0.0058998117851455
"70-79";2021-01-08;17;27628;0.00651512957868829
"70-79";2021-01-09;4;27628;0.00665991023599247
"70-79";2021-01-10;11;27628;0.00705805704357898
"70-79";2021-01-11;28;27628;0.00807152164470827
"70-79";2021-01-12;21;27628;0.00883162009555523
"70-79";2021-01-13;24;27628;0.00970030403938034
"70-79";2021-01-14;19;27628;0.0103880121615752
"70-79";2021-01-15;19;27628;0.0110757202837701
"70-79";2021-01-16;9;27628;0.0114014767627045
"70-79";2021-01-17;6;27628;0.0116186477486608
"70-79";2021-01-18;21;27628;0.0123787461995077
"70-79";2021-01-19;27;27628;0.013356015636311
"70-79";2021-01-20;19;27628;0.0140437237585059
"70-79";2021-01-21;23;27628;0.0148762125380049
"70-79";2021-01-22;14;27628;0.0153829448385696
"70-79";2021-01-23;5;27628;0.0155639206601998
"70-79";2021-01-24;5;27628;0.01574489648183
"70-79";2021-01-25;26;27628;0.0166859707543072
"70-79";2021-01-26;22;27628;0.0174822643694802
"70-79";2021-01-27;15;27628;0.0180251918343709
"70-79";2021-01-28;16;27628;0.0186043144635877
"70-79";2021-01-29;7;27628;0.01885768061387
"70-79";2021-01-30;6;27628;0.0190748515998263
"70-79";2021-01-31;5;27628;0.0192558274214565
"70-79";2021-02-01;14;27628;0.0197625597220211
"70-79";2021-02-02;16;27628;0.0203416823512379
"70-79";2021-02-03;10;27628;0.0207036339944983
"70-79";2021-02-04;11;27628;0.0211017808020848
"70-79";2021-02-05;9;27628;0.0214275372810193
"70-79";2021-02-06;3;27628;0.0215361227739974
"70-79";2021-02-07;5;27628;0.0217170985956276
"70-79";2021-02-08;16;27628;0.0222962212248444
"70-79";2021-02-09;11;27628;0.0226943680324309
"70-79";2021-02-10;10;27628;0.0230563196756913
"70-79";2021-02-11;13;27628;0.0235268568119299
"70-79";2021-02-12;7;27628;0.0237802229622122
"70-79";2021-02-13;2;27628;0.0238526132908643
"70-79";2021-02-14;2;27628;0.0239250036195164
"70-79";2021-02-15;14;27628;0.0244317359200811
"70-79";2021-02-16;11;27628;0.0248298827276676
"70-79";2021-02-17;10;27628;0.025191834370928
"70-79";2021-02-18;11;27628;0.0255899811785146
"70-79";2021-02-19;3;27628;0.0256985666714927
"70-79";2021-02-20;3;27628;0.0258071521644708
"70-79";2021-02-21;3;27628;0.025915737657449
"70-79";2021-02-22;10;27628;0.0262776893007094
